elevation_m,slope_deg,dist_to_river_m,drainage_density,impervious_surface_ratio,rainfall_1h_mm,flood_occurred
63.44,1.176,5873.63,0.827,0.7858,29.756,0
48.39,1.675,1610.37,1.413,0.172,67.072,0
71.61,1.458,8447.41,1.428,0.5325,3.104,0
64.86,0.277,6330.25,0.246,0.5082,2.975,0
67.49,0.498,7381.74,0.634,0.3793,4.467,0
64.63,1.452,6213.05,2.106,0.394,14.433,0
50.65,2.138,2572.3,1.192,0.5089,9.193,0
48.88,2.507,1721.66,0.762,0.425,15.772,0
66.5,1.01,6538.17,1.788,0.8176,12.044,0
66.54,2.321,7516.0,1.446,0.5751,10.096,0
59.94,1.172,4863.99,1.465,0.195,3.294,0
41.75,0.963,383.58,1.853,0.6016,60.418,1
52.59,0.278,3058.93,0.56,0.3759,28.169,0
54.44,1.167,3105.05,1.759,0.2356,6.905,0
43.44,1.055,191.57,1.131,0.7067,41.222,1
57.64,1.571,4817.78,0.406,0.3446,16.852,0
69.39,2.436,7520.23,0.35,0.7749,9.859,0
64.15,0.713,6452.09,1.805,0.4991,83.367,0
55.69,0.523,3638.39,0.542,0.3788,8.688,0
58.92,2.426,4941.88,2.176,0.7882,6.023,0
68.78,1.247,7169.8,1.992,0.7926,0.718,0
61.79,2.287,5516.12,1.647,0.3423,25.221,0
54.35,1.647,3462.89,0.826,0.5786,8.996,0
60.59,2.715,5950.24,0.443,0.4117,17.321,0
43.87,0.324,346.02,0.221,0.2236,7.018,0
61.89,0.697,5875.83,2.005,0.4082,41.973,0
71.73,2.629,8412.35,1.936,0.3318,27.663,0
46.06,1.056,1030.75,1.426,0.7187,5.663,0
47.2,0.558,1530.84,1.121,0.2384,35.635,0
66.86,1.275,6425.49,1.094,0.2357,13.498,0
57.32,1.919,4954.23,2.153,0.3753,23.626,0
48.9,0.415,1996.98,1.317,0.761,19.391,0
64.97,0.735,6276.25,0.356,0.8302,1.119,0
43.2,0.689,210.28,0.409,0.2961,16.072,0
60.03,2.432,4532.21,1.721,0.3683,10.893,0
44.22,0.769,1393.59,0.927,0.8325,36.43,0
57.37,2.228,4413.1,0.576,0.3445,3.229,0
52.57,0.583,2680.03,1.952,0.6715,4.953,0
67.37,0.686,7610.42,0.257,0.6133,10.848,0
50.61,1.322,2330.86,0.501,0.5015,12.764,0
43.69,0.909,546.52,0.396,0.604,23.702,0
54.44,1.745,3649.74,1.259,0.4955,10.231,0
63.55,1.88,5821.75,2.118,0.3037,0.983,0
43.35,0.463,399.78,0.653,0.5842,22.647,0
54.31,0.463,3392.03,1.668,0.7657,5.622,0
48.64,0.949,1827.93,1.393,0.6637,1.782,0
56.06,2.021,4327.22,1.154,0.3637,42.689,0
49.18,0.687,2104.4,2.0,0.2493,0.231,0
56.72,1.069,4086.65,0.555,0.3347,1.442,0
63.29,2.721,5805.3,1.366,0.4918,5.119,0
44.28,2.329,1018.84,1.335,0.8433,32.472,0
58.13,0.444,4512.26,0.809,0.6653,10.847,0
64.54,2.773,6272.45,0.715,0.4905,8.154,0
41.61,2.518,213.91,1.749,0.7499,41.841,1
61.37,0.493,5104.25,1.572,0.6598,0.377,0
72.21,0.568,8320.55,1.196,0.3211,24.318,0
69.58,1.134,8275.64,1.689,0.2857,55.746,0
63.53,1.965,5465.36,1.998,0.4645,57.193,0
57.31,0.89,4526.02,1.558,0.7716,8.928,0
55.65,0.307,3605.27,1.24,0.3903,17.059,0
55.05,1.383,3741.06,2.136,0.7046,6.125,0
69.03,1.412,8243.55,0.5,0.8267,17.597,0
61.89,0.989,5680.29,0.777,0.7098,0.283,0
43.22,0.338,444.01,0.812,0.4512,19.432,0
43.94,0.854,105.39,0.9,0.3483,35.263,0
61.99,0.424,5688.74,0.741,0.8471,3.943,0
58.86,0.41,5015.89,0.638,0.4812,7.883,0
65.39,2.714,6918.36,0.396,0.3329,6.472,0
50.53,1.666,2710.18,1.558,0.3757,15.537,0
62.64,1.641,5839.9,0.802,0.2099,15.052,0
61.44,1.619,5377.88,0.952,0.7631,10.337,0
45.45,2.631,1264.32,1.625,0.4779,10.045,0
55.08,1.267,3632.25,0.255,0.5412,56.845,0
54.79,0.986,3635.72,0.685,0.5085,2.45,0
56.66,1.67,4663.46,0.787,0.6787,8.976,0
56.37,2.475,3484.71,1.12,0.188,1.012,0
66.83,1.89,7071.11,0.867,0.2182,6.179,0
56.3,2.125,4144.33,1.549,0.6676,0.981,0
48.75,0.575,1822.54,1.681,0.4967,4.554,0
62.82,1.008,5775.72,2.178,0.1545,11.943,0
61.76,0.498,5877.31,0.2,0.5727,2.322,0
45.58,2.365,913.65,1.088,0.189,2.338,0
55.55,2.755,3498.28,1.841,0.7392,14.242,0
65.51,1.805,7002.17,1.065,0.5953,3.678,0
64.26,1.909,6975.82,0.542,0.6692,14.241,0
55.91,2.694,4099.73,1.186,0.6174,8.932,0
64.59,0.479,5960.28,1.034,0.4474,0.511,0
55.62,0.987,3939.49,1.49,0.7753,17.411,0
43.53,2.558,458.11,2.126,0.4775,23.112,0
51.61,2.425,2425.99,1.206,0.3942,22.049,0
53.71,0.363,3381.24,1.512,0.3963,22.863,0
51.87,0.924,2950.05,1.725,0.3621,9.014,0
67.23,1.877,7795.74,0.953,0.4802,19.364,0
61.15,1.566,4938.73,0.459,0.3769,55.898,0
51.67,1.805,3024.0,1.008,0.1815,34.394,0
47.5,2.629,1437.11,1.153,0.6819,71.654,1
66.45,2.105,6891.87,0.673,0.7799,3.441,0
68.63,0.367,7596.77,1.424,0.2301,33.768,0
43.24,2.185,712.21,1.413,0.7385,46.28,1
51.42,2.771,2797.74,1.348,0.2898,5.238,0
54.1,0.944,3775.12,0.602,0.2635,30.26,0
66.69,1.836,6892.85,1.537,0.2925,29.894,0
70.09,1.135,7603.64,1.016,0.5326,1.344,0
47.47,1.87,1656.56,1.192,0.7327,15.207,0
53.66,1.115,4079.36,1.437,0.5411,2.67,0
43.28,0.384,664.1,0.356,0.6977,6.375,0
46.33,0.799,1090.59,1.403,0.3816,4.565,0
70.81,2.029,8001.19,0.336,0.76,62.021,0
44.12,1.696,728.13,1.906,0.8023,12.478,0
55.83,0.488,3453.45,1.142,0.7922,5.494,0
43.88,1.079,351.82,0.722,0.3842,26.047,0
44.58,2.603,1270.02,1.527,0.7648,4.836,0
43.92,2.665,712.46,2.009,0.6422,26.111,0
46.31,1.755,397.04,1.425,0.2064,14.43,0
69.83,0.903,8051.45,0.283,0.1749,12.753,0
60.54,2.41,5562.83,2.143,0.165,1.025,0
65.52,2.31,6598.35,1.268,0.7522,20.619,0
63.67,2.191,6298.56,1.591,0.4508,10.018,0
46.27,1.339,1257.27,1.994,0.8378,8.251,0
47.66,0.803,1726.62,1.377,0.309,24.772,0
68.63,2.262,7562.02,1.336,0.8437,0.27,0
63.7,0.529,6146.55,0.561,0.1806,7.745,0
61.17,0.835,5603.76,0.785,0.5743,11.726,0
46.75,1.613,1127.96,1.19,0.6647,7.948,0
69.68,0.773,7786.85,1.626,0.809,27.271,0
50.12,0.896,2558.54,1.596,0.5024,0.999,0
67.62,2.034,7663.57,1.444,0.3458,4.097,0
47.24,2.129,1251.9,0.622,0.4107,30.508,0
46.39,2.743,1292.47,1.597,0.6049,10.885,0
45.39,0.923,1059.6,0.968,0.729,1.589,0
50.56,1.785,2444.38,1.191,0.7539,8.741,0
43.87,1.321,473.09,0.305,0.3636,14.038,0
53.31,0.268,3021.56,1.417,0.7752,46.081,0
69.62,2.169,7722.58,0.882,0.7305,10.247,0
53.43,2.096,3691.41,1.671,0.19,2.082,0
53.44,2.432,3360.13,2.076,0.4745,15.301,0
57.28,1.549,4873.75,0.525,0.4169,24.642,0
69.68,2.279,7867.15,2.102,0.2099,5.177,0
58.46,1.078,4659.56,0.989,0.5809,8.081,0
62.17,1.781,5637.53,0.449,0.5479,6.968,0
47.98,0.665,2321.95,1.125,0.4579,11.307,0
68.45,0.766,8213.44,0.317,0.8072,5.824,0
60.58,1.016,5226.76,0.328,0.2759,26.142,0
50.89,1.839,2419.61,0.494,0.5826,0.915,0
45.26,0.3,1061.35,1.569,0.7524,15.61,0
43.5,2.058,452.43,0.718,0.3302,20.419,0
67.14,1.119,7302.92,1.637,0.5704,7.747,0
43.28,0.816,750.82,0.852,0.41,31.138,0
55.08,1.869,3594.15,1.952,0.2502,7.116,0
64.9,1.895,6720.58,1.141,0.8315,17.508,0
48.12,0.316,1446.63,2.061,0.7883,0.466,0
60.77,2.23,5215.92,1.216,0.557,7.59,0
47.33,2.36,1904.9,0.265,0.6584,8.636,0
72.11,2.632,8481.7,0.649,0.5024,15.378,0
58.7,1.287,4705.16,1.666,0.7433,13.505,0
42.42,1.347,532.02,0.738,0.7352,6.243,0
49.78,0.832,2149.84,1.735,0.4034,10.953,0
65.01,2.105,6384.78,1.96,0.4033,7.809,0
57.81,2.578,4347.4,1.507,0.5737,10.727,0
52.63,0.526,3618.34,1.275,0.6935,9.425,0
58.59,0.559,5011.94,0.721,0.3508,6.78,0
41.73,1.698,784.65,1.465,0.6909,41.424,0
69.75,0.24,7461.81,0.442,0.3344,14.557,0
69.67,0.289,7913.05,1.063,0.633,82.774,0
45.62,2.454,1211.97,2.037,0.783,7.875,0
52.4,0.509,3479.47,1.995,0.7788,16.114,0
59.82,2.785,5279.69,0.29,0.6671,7.892,0
54.45,2.37,3870.72,0.779,0.484,2.602,0
48.45,2.191,1640.99,2.033,0.8056,1.575,0
67.72,1.888,7623.03,0.959,0.457,12.791,0
59.0,2.656,5039.88,0.394,0.3581,7.51,0
60.2,2.395,4838.7,1.053,0.376,6.904,0
46.65,0.572,1598.69,1.828,0.6642,81.517,1
46.99,1.8,1869.72,0.399,0.3494,2.271,0
50.21,1.341,2400.33,1.971,0.3519,44.951,0
71.48,1.933,8405.97,0.482,0.2948,32.851,0
61.82,0.271,6440.86,2.005,0.8219,13.971,0
68.11,0.267,6811.53,0.606,0.8093,15.24,0
63.97,1.554,6249.55,1.862,0.3565,2.09,0
63.85,1.324,6033.11,0.726,0.7552,89.513,0
62.78,0.503,6245.72,0.907,0.2053,28.379,0
63.07,0.918,6209.84,1.461,0.509,27.014,0
64.39,1.019,6037.2,2.049,0.4534,48.486,0
64.75,1.919,6771.26,1.955,0.1749,18.117,0
44.68,0.556,166.95,0.952,0.8102,20.139,1
51.43,2.107,2328.4,0.765,0.289,37.555,0
72.1,2.429,8087.0,1.699,0.1522,1.253,0
58.94,1.287,4784.99,0.726,0.4162,15.783,0
61.83,1.459,5456.8,1.514,0.276,6.423,0
48.81,2.272,2047.9,0.984,0.4,11.804,0
46.52,0.492,910.88,1.962,0.6785,6.096,0
70.04,0.501,8242.64,1.129,0.3732,2.169,0
64.41,2.033,5954.54,1.747,0.4886,29.4,0
55.98,0.956,4209.06,1.215,0.7729,27.487,0
44.6,2.207,610.75,0.723,0.3723,8.938,0
53.21,0.898,3812.39,1.656,0.3879,30.719,0
52.99,1.266,2691.49,1.345,0.2666,4.157,0
62.3,1.057,5352.41,1.41,0.1639,23.057,0
65.41,0.435,6840.27,1.609,0.7886,26.209,0
57.79,1.141,4744.31,0.597,0.2599,13.81,0
66.43,0.796,7321.67,1.803,0.7875,7.249,0
48.39,0.294,1911.17,0.24,0.8082,1.947,0
51.22,1.461,3442.67,0.514,0.361,4.705,0
65.08,0.521,6588.26,1.768,0.6087,2.531,0
65.08,0.902,6320.42,0.37,0.2017,23.05,0
64.59,2.359,6504.04,1.41,0.2563,23.964,0
65.76,0.705,6758.01,1.411,0.3685,7.041,0
58.36,0.727,4403.79,0.729,0.6092,11.475,0
51.05,0.442,2546.4,2.134,0.5427,11.887,0
68.16,0.245,7724.39,1.194,0.4256,8.395,0
58.23,0.482,4691.28,0.648,0.8326,9.115,0
48.12,1.871,2049.77,0.865,0.7168,66.998,0
46.28,0.64,901.27,1.93,0.4929,5.178,0
45.49,2.08,1287.18,1.333,0.3127,26.252,0
48.85,1.01,2217.0,0.876,0.2554,6.98,0
58.86,1.995,4848.62,1.71,0.7063,14.198,0
51.62,1.895,2729.34,0.844,0.6462,13.004,0
68.09,0.473,7312.68,1.599,0.413,25.456,0
47.09,2.145,1461.58,0.532,0.4563,64.306,0
42.85,2.288,428.12,1.174,0.6743,14.257,0
54.43,0.972,3455.01,1.071,0.356,45.912,0
60.6,1.166,5784.14,1.5,0.2491,13.334,0
48.13,1.796,1817.48,1.629,0.5136,5.208,0
58.49,2.072,3988.19,1.905,0.2447,13.376,0
65.66,0.226,7067.03,1.033,0.2552,1.249,0
70.78,2.005,8306.6,1.275,0.3817,1.135,0
56.85,0.607,4037.03,0.901,0.5414,4.612,0
61.7,2.334,5382.1,1.936,0.5591,6.569,0
60.29,1.248,5345.81,0.709,0.5287,19.385,0
45.75,0.928,750.8,0.726,0.2216,28.692,0
61.21,2.192,5033.46,0.86,0.6904,16.144,0
51.36,1.938,2428.8,1.147,0.2677,27.532,0
69.15,0.437,8408.33,1.807,0.2525,3.242,0
66.93,0.336,7446.76,1.223,0.4578,19.677,0
54.25,1.501,2847.55,0.435,0.5421,8.527,0
52.66,1.557,3338.45,1.261,0.7683,33.235,0
70.6,2.658,8125.03,1.867,0.6479,32.973,0
56.72,1.982,4808.08,1.316,0.4548,7.704,0
43.23,1.151,312.48,1.132,0.619,23.468,0
44.72,2.642,1895.75,0.965,0.2753,24.783,0
41.12,1.349,189.65,1.252,0.1539,6.689,0
44.49,2.596,890.51,1.414,0.1735,5.787,0
57.1,0.314,4121.37,1.591,0.3271,17.668,0
71.97,2.612,8257.58,2.194,0.5926,12.131,0
54.13,2.475,4076.97,1.701,0.7152,0.701,0
43.74,2.114,342.23,1.942,0.2422,9.792,0
66.79,0.346,7204.75,1.475,0.1936,1.846,0
59.13,1.796,4670.3,0.233,0.7361,33.937,0
51.57,2.044,2758.43,2.011,0.5608,51.98,0
58.67,2.378,4437.26,1.539,0.1955,31.378,0
56.65,2.095,4312.82,0.368,0.4604,5.802,0
47.45,2.142,1768.94,1.876,0.1523,5.758,0
52.63,1.088,3045.75,1.336,0.6374,15.033,0
56.35,2.097,3989.25,0.571,0.5638,60.741,0
65.24,2.251,6540.47,0.635,0.4122,1.526,0
63.69,1.87,6183.92,2.003,0.2838,25.378,0
48.54,0.339,1214.97,1.612,0.2746,2.724,0
51.74,2.497,2750.54,0.554,0.3565,21.526,0
50.89,1.474,2322.18,1.357,0.3942,18.481,0
54.03,0.296,3877.25,1.869,0.42,13.897,0
46.88,2.026,1869.57,0.894,0.7176,28.637,0
48.01,2.358,1842.55,1.789,0.2135,26.723,0
48.59,1.416,2269.0,0.263,0.2307,19.33,0
48.85,1.168,1665.97,0.956,0.5619,0.62,0
64.2,1.837,5990.82,1.939,0.1555,9.849,0
51.86,2.574,2911.58,0.813,0.4768,3.708,0
42.55,2.304,282.7,1.113,0.5532,10.276,0
54.55,1.17,3454.4,0.876,0.625,6.425,0
70.1,2.481,8254.43,1.726,0.7806,12.729,0
55.18,1.242,3636.28,0.257,0.5085,46.001,0
65.47,2.71,7547.4,2.086,0.2889,64.637,0
65.19,2.696,6415.54,2.141,0.3665,26.13,0
66.7,1.393,6832.51,0.531,0.1506,2.872,0
68.15,0.814,7516.82,0.607,0.2131,5.052,0
62.95,2.399,5851.59,0.949,0.4841,7.608,0
55.47,2.573,4054.73,1.537,0.7319,22.049,0
63.07,0.449,6509.67,0.457,0.6841,2.58,0
66.86,2.099,6595.39,1.049,0.4257,1.338,0
55.38,2.125,4201.8,1.373,0.3052,16.881,0
64.18,2.34,6549.89,1.421,0.6762,44.284,0
62.13,0.559,5522.85,0.576,0.2979,10.289,0
51.62,0.941,2952.53,0.974,0.7249,0.638,0
69.49,1.297,8151.51,0.527,0.6276,32.349,0
57.6,0.464,4005.35,1.925,0.7125,0.221,0
52.64,1.694,2779.82,0.968,0.4683,11.984,0
68.89,0.988,8163.34,0.717,0.5939,16.658,0
67.13,1.371,6840.31,0.946,0.4815,7.345,0
56.69,2.75,4594.2,1.263,0.4184,20.215,0
48.35,1.077,1363.25,2.068,0.5631,3.963,0
66.06,0.326,6927.81,0.763,0.2351,12.107,0
51.83,2.512,3183.67,1.573,0.3266,7.41,0
51.69,0.665,2587.61,0.914,0.1623,7.065,0
59.69,1.749,5442.25,0.914,0.1756,24.156,0
50.12,2.09,2188.46,1.466,0.4518,5.781,0
71.19,1.991,8263.56,0.688,0.7279,32.424,0
62.58,0.399,6254.58,0.946,0.2527,67.779,0
60.91,2.493,5457.64,0.964,0.8362,1.477,0
69.61,0.258,7890.5,2.101,0.3298,19.046,0
67.05,2.376,7516.57,1.067,0.2315,3.83,0
49.55,2.421,2292.2,0.688,0.7093,8.438,0
57.62,2.178,4072.51,1.074,0.6728,27.116,0
49.71,2.565,2425.57,1.556,0.3409,9.412,0
41.46,1.277,257.24,0.46,0.3369,16.452,0
70.69,0.247,8297.54,0.849,0.1946,6.11,0
64.06,2.35,6081.08,1.376,0.5943,7.175,0
53.96,1.086,3367.93,0.893,0.4611,11.156,0
64.1,0.748,6337.6,1.595,0.6211,5.315,0
45.18,1.842,371.04,1.323,0.3917,4.187,0
68.79,1.16,8372.9,0.784,0.3707,20.203,0
42.71,1.114,348.34,1.063,0.8471,0.426,0
70.45,1.647,8276.2,1.182,0.3143,45.73,0
44.4,0.452,1206.26,0.637,0.8445,15.223,0
46.15,0.614,1600.43,1.755,0.6641,9.228,0
54.37,1.758,3531.54,0.839,0.4042,2.01,0
67.11,2.697,7531.97,1.724,0.3724,13.807,0
54.77,1.406,3394.26,1.852,0.4646,46.365,0
46.49,0.95,1592.06,1.265,0.3838,11.226,0
48.4,1.898,1547.07,2.148,0.4372,18.211,0
59.9,0.56,5298.56,1.44,0.8492,16.474,0
64.88,0.85,6250.04,1.339,0.4803,1.717,0
52.88,2.132,3210.49,1.967,0.6079,14.456,0
68.15,1.16,7352.88,1.949,0.2726,49.803,0
68.86,1.039,7839.64,0.786,0.7761,4.175,0
55.96,2.773,3973.91,1.794,0.831,12.484,0
47.25,1.77,1033.72,0.863,0.7941,3.123,0
56.08,0.284,3982.58,1.554,0.7569,97.405,0
67.66,0.383,7342.22,1.034,0.332,22.657,0
46.19,1.589,1116.25,0.247,0.4866,23.305,0
49.26,1.236,2560.89,1.845,0.6881,8.128,0
61.69,1.314,6119.65,0.448,0.2522,5.481,0
66.49,2.159,7031.92,0.424,0.2683,9.586,0
54.17,0.746,2954.61,0.394,0.5994,1.385,0
67.67,1.478,7653.24,0.689,0.332,6.299,0
55.86,1.677,3835.25,1.389,0.6829,2.884,0
49.02,0.775,2522.82,0.942,0.4039,6.196,0
71.05,1.436,8036.25,1.08,0.3564,24.508,0
64.21,0.581,5938.69,0.785,0.419,18.229,0
43.42,1.719,335.24,0.719,0.6548,24.629,0
72.63,1.255,8467.39,1.437,0.2693,7.595,0
47.56,1.173,1409.37,1.931,0.4897,3.335,0
56.96,0.656,4511.99,1.994,0.16,52.857,0
52.1,0.924,2975.88,1.756,0.7025,18.897,0
53.63,1.394,3094.61,2.025,0.7844,32.984,0
67.52,0.794,7204.27,0.605,0.615,9.15,0
43.82,1.057,930.26,0.334,0.5373,13.773,0
66.36,0.346,6326.57,1.333,0.3236,5.325,0
61.8,1.993,6311.26,1.502,0.3216,21.06,0
57.35,1.635,3930.95,0.383,0.283,31.969,0
44.63,2.548,634.82,1.245,0.1926,4.648,0
58.4,1.596,5019.69,1.763,0.3732,18.088,0
47.47,0.503,1749.98,0.367,0.2882,14.07,0
47.12,1.712,1905.95,1.922,0.2281,39.17,0
65.33,0.706,6630.13,1.812,0.5801,10.967,0
42.41,1.481,104.16,0.553,0.5051,12.995,0
68.7,0.979,8092.06,1.935,0.3243,5.796,0
58.38,2.741,4814.62,2.091,0.4913,6.921,0
72.2,1.423,8284.58,0.526,0.1959,10.182,0
52.46,1.858,2658.98,1.277,0.2779,27.156,0
64.19,0.754,6507.96,1.204,0.374,13.606,0
44.87,1.685,964.5,0.509,0.2595,26.174,0
67.02,2.416,6700.81,1.42,0.26,56.516,0
69.99,2.227,8341.7,0.739,0.803,11.495,0
65.78,0.989,7292.4,0.49,0.3836,7.863,0
63.06,1.223,6359.8,1.034,0.6836,9.318,0
71.22,1.119,8236.91,1.811,0.8325,26.225,0
42.69,2.063,263.63,0.79,0.4114,6.991,0
64.82,1.047,6743.73,1.32,0.2896,4.357,0
57.49,0.832,4324.72,0.851,0.4858,22.995,0
55.72,2.725,4046.92,0.292,0.6116,20.954,0
68.1,1.777,7734.65,0.95,0.221,18.371,0
50.54,1.161,2418.79,2.047,0.2277,2.596,0
63.46,1.276,6398.54,0.504,0.2553,6.391,0
50.08,0.429,1779.95,0.69,0.5509,25.898,0
49.04,0.257,2290.04,1.744,0.1976,27.744,0
63.07,1.016,6075.78,1.907,0.7836,10.625,0
68.9,1.398,7530.52,0.866,0.6244,21.917,0
51.09,2.144,2245.01,0.246,0.2334,9.521,0
53.63,1.574,3428.99,2.026,0.5086,0.294,0
55.24,0.283,3772.54,1.208,0.7088,28.103,0
55.3,2.11,4232.88,1.331,0.832,27.302,0
57.21,2.276,4566.8,1.893,0.2114,46.034,0
62.29,2.194,5224.26,1.062,0.3438,10.803,0
68.15,2.121,7496.54,1.501,0.2011,18.786,0
50.53,2.333,2954.4,1.065,0.165,15.391,0
42.22,2.353,153.37,0.238,0.3077,10.028,0
50.27,1.049,2274.36,1.116,0.6158,26.449,0
61.01,1.122,4925.28,1.961,0.7571,2.981,0
65.28,0.268,6593.13,1.404,0.7413,27.21,0
58.96,2.682,4636.64,0.855,0.3707,4.707,0
48.08,0.905,1853.98,2.073,0.3021,7.903,0
47.58,2.537,1253.42,1.079,0.7339,8.463,0
55.33,1.189,3829.2,1.094,0.4294,4.144,0
51.57,2.318,3296.24,0.386,0.2726,44.012,0
65.11,0.513,6185.95,1.178,0.5734,24.93,0
53.06,0.697,2761.79,2.17,0.7099,8.029,0
50.87,0.219,2244.39,1.807,0.4302,35.071,0
53.64,2.659,3079.32,1.873,0.4539,33.887,0
51.69,1.873,2625.83,0.979,0.48,54.401,0
50.43,1.883,2407.62,0.847,0.2485,5.154,0
59.43,2.007,4842.47,1.725,0.1928,29.185,0
68.32,1.918,7377.3,0.943,0.4404,3.084,0
50.28,2.129,1548.33,1.821,0.2771,38.027,0
44.35,0.622,1018.89,1.195,0.3642,17.67,0
68.97,2.236,7735.44,0.863,0.7722,0.627,0
69.04,2.575,7425.04,0.293,0.4139,16.426,0
57.9,2.533,4511.72,0.384,0.8417,2.146,0
56.51,2.757,4095.79,1.912,0.5257,2.598,0
59.41,1.421,5167.48,2.006,0.2397,19.228,0
52.31,1.795,3170.89,1.633,0.4845,24.861,0
67.68,0.537,7256.54,2.085,0.3079,1.544,0
45.93,1.25,896.23,1.974,0.2237,4.616,0
47.2,2.732,1650.86,1.537,0.5139,15.494,0
67.43,2.176,7522.1,0.463,0.4454,19.482,0
59.67,2.556,4966.7,0.97,0.1836,3.969,0
47.58,0.572,1630.25,0.268,0.7063,3.179,0
50.59,1.094,2809.27,1.457,0.7219,15.495,0
55.04,0.759,3897.67,1.443,0.5321,2.256,0
50.88,1.077,2446.16,1.985,0.3287,29.61,0
53.97,1.627,4193.78,1.526,0.6176,7.544,0
58.67,1.87,4460.21,2.13,0.2384,4.637,0
56.24,0.489,3942.44,1.301,0.357,37.188,0
48.19,0.416,2679.06,1.934,0.5033,9.122,0
71.37,2.796,8006.5,0.59,0.738,4.515,0
42.72,1.762,240.44,0.504,0.7519,13.402,0
64.76,1.143,6822.18,0.661,0.813,13.624,0
53.94,1.849,3245.57,1.436,0.7403,25.033,0
47.25,2.65,1377.23,1.419,0.7508,5.874,0
71.5,2.542,8156.08,2.144,0.7756,11.36,0
46.03,2.639,1243.41,0.201,0.3259,14.605,0
52.98,2.694,2717.48,0.318,0.4373,2.794,0
65.76,2.188,7008.51,1.814,0.8156,4.998,0
64.74,0.703,6705.03,1.869,0.1994,59.518,0
49.52,2.521,2420.23,0.447,0.6678,51.993,0
45.13,2.178,1375.51,0.222,0.2321,6.709,0
45.99,1.834,961.94,1.142,0.6123,6.39,0
45.96,0.383,1148.86,2.158,0.7874,7.517,0
49.03,2.769,2385.66,0.963,0.7738,2.155,0
53.95,1.998,4018.82,1.789,0.6809,4.58,0
44.13,2.794,965.62,1.407,0.5693,8.105,0
66.75,2.704,7402.63,1.043,0.5966,36.067,0
48.62,2.083,2453.71,0.752,0.3262,12.761,0
56.46,0.416,3625.02,0.402,0.7142,5.005,0
53.97,1.737,4257.8,1.531,0.2228,27.33,0
61.06,1.177,6051.64,1.238,0.7977,8.68,0
59.19,1.735,5153.96,1.787,0.8179,15.429,0
45.9,1.949,1086.78,2.008,0.4453,9.008,0
63.1,1.103,6352.2,1.776,0.7466,15.332,0
59.76,1.833,4491.23,1.755,0.6183,0.468,0
58.21,0.263,4862.21,2.092,0.2192,45.614,0
65.62,0.859,6835.92,1.837,0.3908,65.405,0
47.35,1.36,2189.09,0.296,0.4707,84.741,0
50.31,2.204,2310.66,1.295,0.3753,9.235,0
51.81,2.32,3027.73,1.889,0.7497,7.31,0
60.33,0.792,5277.78,1.857,0.2209,23.039,0
58.87,1.014,5471.39,1.194,0.2803,8.683,0
49.84,2.295,2323.32,1.992,0.6783,57.631,0
50.76,0.49,2811.18,1.364,0.7862,21.685,0
58.89,1.235,4808.08,1.591,0.289,1.708,0
58.44,2.48,5122.94,1.009,0.3344,22.651,0
55.86,0.469,4575.75,2.112,0.7202,39.319,0
52.63,1.682,2568.86,0.364,0.8496,10.518,0
41.85,0.912,442.49,1.189,0.7333,73.622,1
49.03,0.787,2160.95,1.496,0.3012,0.225,0
51.15,2.379,2146.91,1.029,0.5359,15.112,0
54.69,2.405,3563.52,1.362,0.5891,39.504,0
71.1,2.753,8324.7,1.807,0.3345,8.323,0
66.93,2.636,7660.44,0.84,0.4,57.101,0
48.54,0.842,1229.74,1.277,0.2401,71.35,0
62.7,1.519,6687.44,1.151,0.3694,29.635,0
59.75,1.877,5174.37,1.308,0.8396,11.268,0
57.36,0.338,4923.78,1.438,0.498,10.314,0
71.1,1.653,8106.58,0.315,0.3933,36.392,0
48.05,1.973,1342.19,0.331,0.6532,15.181,0
69.94,1.476,8057.75,1.608,0.8099,77.104,0
46.8,1.375,1907.71,1.277,0.6223,7.223,0
61.17,0.575,4886.8,1.279,0.6269,6.796,0
40.51,1.785,156.91,1.624,0.4008,2.295,0
69.97,2.099,8309.77,1.665,0.3242,16.562,0
63.69,0.666,6474.1,0.562,0.6046,12.297,0
48.32,1.692,1103.8,2.098,0.4212,9.424,0
64.37,0.56,5949.89,0.887,0.2171,7.897,0
64.17,0.68,6041.01,1.003,0.3086,76.375,0
59.99,1.083,5417.26,1.704,0.5167,0.371,0
60.59,1.17,5191.74,0.537,0.8245,13.557,0
42.44,1.2,139.15,0.255,0.7836,14.916,0
68.36,1.814,7318.61,0.564,0.3029,7.623,0
67.78,2.573,7425.62,1.399,0.5518,39.968,0
63.66,0.587,6033.49,1.838,0.1712,0.712,0
57.64,2.691,4615.75,2.081,0.715,6.723,0
50.48,1.548,2548.02,2.0,0.4984,16.652,0
72.29,2.592,8477.67,2.076,0.8,14.293,0
53.22,1.642,3366.31,0.877,0.406,4.927,0
66.58,0.69,6967.72,1.009,0.4008,44.716,0
70.41,2.04,7837.45,1.878,0.2191,13.206,0
59.42,1.033,5673.51,1.255,0.5526,13.664,0
53.17,1.033,3411.15,1.096,0.2886,51.963,0
54.65,1.331,3681.08,0.365,0.1667,1.983,0
58.06,2.78,4814.53,1.741,0.6896,21.606,0
57.21,0.308,4531.42,2.094,0.365,15.938,0
67.16,2.122,7662.32,1.269,0.183,6.496,0
47.43,2.707,1681.21,0.305,0.7278,37.244,0
